"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
6106,09/05/25 01:15:00 AM,10.58,71.89,,,,
6107,09/05/25 01:30:00 AM,10.14,71.85,,,,
6108,09/05/25 01:45:00 AM,10.41,71.82,,,,
6109,09/05/25 02:00:00 AM,10.15,71.82,,,,
6110,09/05/25 02:15:00 AM,10.10,71.82,,,,
6111,09/05/25 02:30:00 AM,9.95,71.78,,,,
6112,09/05/25 02:45:00 AM,10.23,71.78,,,,
6113,09/05/25 03:00:00 AM,10.12,71.74,,,,
6114,09/05/25 03:15:00 AM,9.87,71.74,,,,
6115,09/05/25 03:30:00 AM,9.77,71.74,,,,
6116,09/05/25 03:45:00 AM,9.60,71.71,,,,
6117,09/05/25 04:00:00 AM,9.92,71.71,,,,
6118,09/05/25 04:15:00 AM,9.80,71.67,,,,
6119,09/05/25 04:30:00 AM,10.01,71.67,,,,
6120,09/05/25 04:45:00 AM,9.51,71.64,,,,
6121,09/05/25 05:00:00 AM,8.95,71.64,,,,
6122,09/05/25 05:15:00 AM,9.38,71.64,,,,
6123,09/05/25 05:30:00 AM,9.53,71.64,,,,
6124,09/05/25 05:45:00 AM,9.49,71.60,,,,
6125,09/05/25 06:00:00 AM,9.42,71.60,,,,
6126,09/05/25 06:15:00 AM,9.57,71.60,,,,
6127,09/05/25 06:30:00 AM,9.78,71.56,,,,
6128,09/05/25 06:45:00 AM,9.85,71.56,,,,
6129,09/05/25 07:00:00 AM,10.02,71.53,,,,
6130,09/05/25 07:15:00 AM,8.79,71.53,,,,
6131,09/05/25 07:30:00 AM,9.63,71.53,,,,
6132,09/05/25 07:45:00 AM,9.61,71.49,,,,
6133,09/05/25 08:00:00 AM,9.58,71.49,,,,
6134,09/05/25 08:15:00 AM,9.99,71.53,,,,
6135,09/05/25 08:30:00 AM,10.05,71.53,,,,
6136,09/05/25 08:45:00 AM,10.10,71.53,,,,
6137,09/05/25 09:00:00 AM,9.98,71.53,,,,
6138,09/05/25 09:15:00 AM,10.01,71.53,,,,
6139,09/05/25 09:30:00 AM,9.56,71.49,,,,
6140,09/05/25 09:45:00 AM,9.77,71.46,,,,
6141,09/05/25 10:00:00 AM,9.89,71.46,,,,
6142,09/05/25 10:15:00 AM,9.92,71.49,,,,
6143,09/05/25 10:30:00 AM,10.09,71.56,,,,
6144,09/05/25 10:45:00 AM,10.47,71.60,,,,
6145,09/05/25 11:00:00 AM,10.59,71.67,,,,
6146,09/05/25 11:15:00 AM,10.56,71.82,,,,
6147,09/05/25 11:30:00 AM,10.62,71.89,,,,
6148,09/05/25 11:45:00 AM,10.62,72.00,,,,
6149,09/05/25 12:00:00 PM,10.55,72.07,,,,
6150,09/05/25 12:15:00 PM,10.74,72.14,,,,
6151,09/05/25 12:30:00 PM,10.84,72.25,,,,
6152,09/05/25 12:45:00 PM,10.86,72.36,,,,
6153,09/05/25 01:00:00 PM,10.87,72.46,,,,
6154,09/05/25 01:15:00 PM,10.87,72.57,,,,
6155,09/05/25 01:30:00 PM,10.87,72.64,,,,
6156,09/05/25 01:45:00 PM,10.58,72.79,,,,
6157,09/05/25 02:00:00 PM,11.07,72.90,,,,
6158,09/05/25 02:15:00 PM,11.06,73.00,,,,
6159,09/05/25 02:30:00 PM,10.98,73.04,,,,
6160,09/05/25 02:45:00 PM,11.04,73.18,,,,
6161,09/05/25 03:00:00 PM,11.11,73.36,,,,
6162,09/05/25 03:15:00 PM,11.14,73.47,,,,
6163,09/05/25 03:30:00 PM,11.12,73.54,,,,
6164,09/05/25 03:45:00 PM,11.09,73.58,,,,
6165,09/05/25 04:00:00 PM,11.09,73.62,,,,
6166,09/05/25 04:15:00 PM,11.06,73.62,,,,
6167,09/05/25 04:30:00 PM,10.05,73.44,,,,
6168,09/05/25 04:45:00 PM,9.75,72.82,,,,
6169,09/05/25 05:00:00 PM,10.28,72.25,,,,
6170,09/05/25 05:15:00 PM,10.58,72.28,,,,
6171,09/05/25 05:30:00 PM,10.37,72.50,,,,
6172,09/05/25 05:45:00 PM,11.10,72.32,,,,
6173,09/05/25 06:00:00 PM,10.78,72.28,,,,
6174,09/05/25 06:15:00 PM,10.39,72.36,,,,
6175,09/05/25 06:30:00 PM,10.23,72.18,,,,
6176,09/05/25 06:45:00 PM,11.25,72.32,,,,
6177,09/05/25 07:00:00 PM,11.06,72.36,,,,
6178,09/05/25 07:15:00 PM,10.93,72.32,,,,
6179,09/05/25 07:30:00 PM,11.84,72.32,,,,
6180,09/05/25 07:45:00 PM,11.18,72.36,,,,
6181,09/05/25 08:00:00 PM,10.46,72.39,,,,
6182,09/05/25 08:15:00 PM,11.00,72.36,,,,
6183,09/05/25 08:30:00 PM,10.96,72.36,,,,
6184,09/05/25 08:45:00 PM,10.82,72.39,,,,
6185,09/05/25 09:00:00 PM,9.94,72.39,,,,
6186,09/05/25 09:15:00 PM,10.22,72.43,,,,
6187,09/05/25 09:30:00 PM,10.14,72.46,,,,
6188,09/05/25 09:45:00 PM,9.07,72.54,,,,
6189,09/05/25 10:00:00 PM,9.92,72.64,,,,
6190,09/05/25 10:15:00 PM,10.67,72.72,,,,
6191,09/05/25 10:30:00 PM,10.19,72.72,,,,
6192,09/05/25 10:45:00 PM,11.01,72.79,,,,
6193,09/05/25 11:00:00 PM,10.35,72.79,,,,
6194,09/05/25 11:15:00 PM,10.97,72.79,,,,
6195,09/05/25 11:30:00 PM,10.50,72.86,,,,
6196,09/05/25 11:45:00 PM,10.22,72.97,,,,
6197,09/06/25 12:00:00 AM,9.09,72.86,,,,
6198,09/06/25 12:15:00 AM,10.09,72.93,,,,
6199,09/06/25 12:30:00 AM,9.22,72.93,,,,
6200,09/06/25 12:45:00 AM,9.58,72.97,,,,
6201,09/06/25 01:00:00 AM,8.42,72.90,,,,
6202,09/06/25 01:15:00 AM,9.30,72.82,,,,
6203,09/06/25 01:30:00 AM,9.02,72.90,,,,
6204,09/06/25 01:45:00 AM,6.61,72.82,,,,
6205,09/06/25 02:00:00 AM,5.36,72.86,,,,
6206,09/06/25 02:15:00 AM,7.27,72.86,,,,
6207,09/06/25 02:30:00 AM,7.69,72.82,,,,
6208,09/06/25 02:45:00 AM,8.16,72.82,,,,
6209,09/06/25 03:00:00 AM,8.67,72.86,,,,
6210,09/06/25 03:15:00 AM,8.71,72.82,,,,
6211,09/06/25 03:30:00 AM,9.77,72.82,,,,
6212,09/06/25 03:45:00 AM,9.80,72.86,,,,
6213,09/06/25 04:00:00 AM,8.06,72.79,,,,
6214,09/06/25 04:15:00 AM,7.90,72.79,,,,
6215,09/06/25 04:30:00 AM,9.09,72.75,,,,
6216,09/06/25 04:45:00 AM,8.76,72.68,,,,
6217,09/06/25 05:00:00 AM,9.42,72.72,,,,
6218,09/06/25 05:15:00 AM,9.18,72.72,,,,
6219,09/06/25 05:30:00 AM,8.95,72.68,,,,
6220,09/06/25 05:45:00 AM,9.06,72.68,,,,
6221,09/06/25 06:00:00 AM,9.43,72.68,,,,
6222,09/06/25 06:15:00 AM,9.81,72.68,,,,
6223,09/06/25 06:30:00 AM,8.98,72.57,,,,
6224,09/06/25 06:45:00 AM,9.17,72.50,,,,
6225,09/06/25 07:00:00 AM,8.62,72.54,,,,
6226,09/06/25 07:15:00 AM,8.11,72.50,,,,
6227,09/06/25 07:30:00 AM,8.43,72.50,,,,
6228,09/06/25 07:45:00 AM,6.95,72.46,,,,
6229,09/06/25 08:00:00 AM,7.32,72.43,,,,
6230,09/06/25 08:15:00 AM,8.30,72.46,,,,
6231,09/06/25 08:30:00 AM,8.57,72.46,,,,
6232,09/06/25 08:45:00 AM,8.42,72.46,,,,
6233,09/06/25 09:00:00 AM,8.39,72.46,,,,
6234,09/06/25 09:15:00 AM,7.71,72.43,,,,
6235,09/06/25 09:30:00 AM,8.07,72.43,,,,
6236,09/06/25 09:45:00 AM,8.69,72.39,,,,
6237,09/06/25 10:00:00 AM,8.75,72.36,,,,
6238,09/06/25 10:15:00 AM,9.10,72.43,,,,
6239,09/06/25 10:30:00 AM,8.74,72.43,,,,
6240,09/06/25 10:45:00 AM,9.44,72.43,,,,
6241,09/06/25 11:00:00 AM,8.86,72.50,,,,
6242,09/06/25 11:15:00 AM,9.14,72.57,,,,
6243,09/06/25 11:30:00 AM,10.47,72.82,,,,
6244,09/06/25 11:45:00 AM,10.59,72.97,,,,
6245,09/06/25 12:00:00 PM,10.53,73.04,,,,
6246,09/06/25 12:15:00 PM,10.47,73.11,,,,
6247,09/06/25 12:30:00 PM,10.35,73.15,,,,
6248,09/06/25 12:45:00 PM,9.63,73.04,,,,
6249,09/06/25 01:00:00 PM,7.49,72.90,,,,
6250,09/06/25 01:15:00 PM,8.43,72.57,,,,
6251,09/06/25 01:30:00 PM,8.87,72.50,,,,
6252,09/06/25 01:45:00 PM,8.36,72.57,,,,
6253,09/06/25 02:00:00 PM,10.38,72.82,,,,
6254,09/06/25 02:15:00 PM,10.36,72.82,,,,
6255,09/06/25 02:30:00 PM,10.06,72.75,,,,
6256,09/06/25 02:45:00 PM,10.16,72.68,,,,
6257,09/06/25 03:00:00 PM,9.97,72.64,,,,
6258,09/06/25 03:15:00 PM,10.38,72.72,,,,
6259,09/06/25 03:30:00 PM,10.41,72.68,,,,
6260,09/06/25 03:45:00 PM,10.45,72.72,,,,
6261,09/06/25 04:00:00 PM,10.48,72.75,,,,
6262,09/06/25 04:15:00 PM,10.38,72.75,,,,
6263,09/06/25 04:30:00 PM,10.27,72.72,,,,
6264,09/06/25 04:45:00 PM,10.33,72.72,,,,
6265,09/06/25 05:00:00 PM,10.17,72.68,,,,
6266,09/06/25 05:15:00 PM,10.25,72.68,,,,
6267,09/06/25 05:30:00 PM,10.14,72.64,,,,
6268,09/06/25 05:45:00 PM,9.80,72.64,,,,
6269,09/06/25 06:00:00 PM,10.15,72.64,,,,
6270,09/06/25 06:15:00 PM,10.10,72.64,,,,
6271,09/06/25 06:30:00 PM,9.74,72.61,,,,
6272,09/06/25 06:45:00 PM,9.21,72.61,,,,
6273,09/06/25 07:00:00 PM,9.07,72.57,,,,
6274,09/06/25 07:15:00 PM,9.52,72.57,,,,
6275,09/06/25 07:30:00 PM,9.63,72.54,,,,
6276,09/06/25 07:45:00 PM,9.37,72.50,,,,
6277,09/06/25 08:00:00 PM,9.10,72.46,,,,
6278,09/06/25 08:15:00 PM,8.97,72.43,,,,
6279,09/06/25 08:30:00 PM,8.96,72.43,,,,
6280,09/06/25 08:45:00 PM,9.23,72.36,,,,
6281,09/06/25 09:00:00 PM,9.31,72.32,,,,
6282,09/06/25 09:15:00 PM,9.51,72.32,,,,
6283,09/06/25 09:30:00 PM,9.37,72.28,,,,
6284,09/06/25 09:45:00 PM,9.13,72.28,,,,
6285,09/06/25 10:00:00 PM,8.62,72.25,,,,
6286,09/06/25 10:15:00 PM,8.63,72.25,,,,
6287,09/06/25 10:30:00 PM,9.10,72.21,,,,
6288,09/06/25 10:45:00 PM,8.49,72.18,,,,
6289,09/06/25 11:00:00 PM,9.17,72.18,,,,
6290,09/06/25 11:15:00 PM,8.51,72.14,,,,
6291,09/06/25 11:30:00 PM,8.46,72.10,,,,
6292,09/06/25 11:45:00 PM,8.92,72.07,,,,
6293,09/07/25 12:00:00 AM,8.32,72.07,,,,
6294,09/07/25 12:15:00 AM,8.59,72.03,,,,
6295,09/07/25 12:30:00 AM,8.41,72.00,,,,
6296,09/07/25 12:45:00 AM,8.98,71.96,,,,
6297,09/07/25 01:00:00 AM,8.75,71.89,,,,
6298,09/07/25 01:15:00 AM,8.39,71.85,,,,
6299,09/07/25 01:30:00 AM,8.16,71.82,,,,
6300,09/07/25 01:45:00 AM,8.28,71.82,,,,
6301,09/07/25 02:00:00 AM,7.94,71.78,,,,
6302,09/07/25 02:15:00 AM,7.24,71.78,,,,
6303,09/07/25 02:30:00 AM,8.88,71.74,,,,
6304,09/07/25 02:45:00 AM,8.42,71.71,,,,
6305,09/07/25 03:00:00 AM,7.97,71.67,,,,
6306,09/07/25 03:15:00 AM,8.61,71.64,,,,
6307,09/07/25 03:30:00 AM,6.41,71.64,,,,
6308,09/07/25 03:45:00 AM,6.36,71.64,,,,
6309,09/07/25 04:00:00 AM,6.67,71.60,,,,
6310,09/07/25 04:15:00 AM,7.58,71.56,,,,
6311,09/07/25 04:30:00 AM,7.45,71.56,,,,
6312,09/07/25 04:45:00 AM,6.79,71.53,,,,
6313,09/07/25 05:00:00 AM,7.41,71.49,,,,
6314,09/07/25 05:15:00 AM,8.47,71.46,,,,
6315,09/07/25 05:30:00 AM,7.64,71.42,,,,
6316,09/07/25 05:45:00 AM,8.08,71.42,,,,
6317,09/07/25 06:00:00 AM,8.29,71.38,,,,
6318,09/07/25 06:15:00 AM,8.08,71.35,,,,
6319,09/07/25 06:30:00 AM,7.83,71.31,,,,
6320,09/07/25 06:45:00 AM,7.51,71.28,,,,
6321,09/07/25 07:00:00 AM,7.97,71.24,,,,
6322,09/07/25 07:15:00 AM,7.86,71.20,,,,
6323,09/07/25 07:30:00 AM,7.46,71.17,,,,
6324,09/07/25 07:45:00 AM,8.13,71.17,,,,
6325,09/07/25 08:00:00 AM,7.72,71.13,,,,
6326,09/07/25 08:15:00 AM,7.57,71.13,,,,
6327,09/07/25 08:30:00 AM,7.76,71.10,,,,
6328,09/07/25 08:45:00 AM,7.54,71.06,,,,
6329,09/07/25 09:00:00 AM,7.51,71.02,,,,
6330,09/07/25 09:15:00 AM,7.55,71.02,,,,
6331,09/07/25 09:30:00 AM,7.09,71.02,,,,
6332,09/07/25 09:45:00 AM,7.43,70.99,,,,
6333,09/07/25 10:00:00 AM,7.27,71.02,,,,
6334,09/07/25 10:15:00 AM,7.54,71.02,,,,
6335,09/07/25 10:30:00 AM,7.07,71.02,,,,
6336,09/07/25 10:45:00 AM,7.43,70.99,,,,
6337,09/07/25 11:00:00 AM,7.56,70.99,,,,
6338,09/07/25 11:15:00 AM,7.74,70.95,,,,
6339,09/07/25 11:30:00 AM,7.85,70.92,,,,
6340,09/07/25 11:45:00 AM,8.07,70.92,,,,
6341,09/07/25 12:00:00 PM,7.90,70.92,,,,
6342,09/07/25 12:15:00 PM,7.93,70.95,,,,
6343,09/07/25 12:30:00 PM,7.68,70.95,,,,
6344,09/07/25 12:45:00 PM,7.84,70.95,,,,
6345,09/07/25 01:00:00 PM,7.71,70.88,,,,
6346,09/07/25 01:15:00 PM,7.57,70.88,,,,
6347,09/07/25 01:30:00 PM,6.95,70.92,,,,
6348,09/07/25 01:45:00 PM,6.93,70.92,,,,
6349,09/07/25 02:00:00 PM,6.37,70.92,,,,
6350,09/07/25 02:15:00 PM,7.37,70.92,,,,
6351,09/07/25 02:30:00 PM,7.65,70.88,,,,
6352,09/07/25 02:45:00 PM,7.84,70.88,,,,
6353,09/07/25 03:00:00 PM,7.56,70.88,,,,
6354,09/07/25 03:15:00 PM,7.25,70.84,,,,
6355,09/07/25 03:30:00 PM,7.16,70.88,,,,
6356,09/07/25 03:45:00 PM,7.86,70.88,,,,
6357,09/07/25 04:00:00 PM,7.25,70.92,,,,
6358,09/07/25 04:15:00 PM,7.79,70.92,,,,
6359,09/07/25 04:30:00 PM,7.94,70.92,,,,
6360,09/07/25 04:45:00 PM,7.95,70.99,,,,
6361,09/07/25 05:00:00 PM,7.72,70.99,,,,
6362,09/07/25 05:15:00 PM,7.96,71.02,,,,
6363,09/07/25 05:30:00 PM,7.64,71.02,,,,
6364,09/07/25 05:45:00 PM,8.36,71.02,,,,
6365,09/07/25 06:00:00 PM,9.16,71.06,,,,
6366,09/07/25 06:15:00 PM,9.67,71.13,,,,
6367,09/07/25 06:30:00 PM,9.60,71.06,,,,
6368,09/07/25 06:45:00 PM,8.88,71.02,,,,
6369,09/07/25 07:00:00 PM,8.33,71.02,,,,
6370,09/07/25 07:15:00 PM,8.85,71.20,,,,
6371,09/07/25 07:30:00 PM,9.19,71.49,,,,
6372,09/07/25 07:45:00 PM,8.54,71.42,,,,
6373,09/07/25 08:00:00 PM,7.79,71.06,,,,
6374,09/07/25 08:15:00 PM,8.84,71.28,,,,
6375,09/07/25 08:30:00 PM,9.08,71.42,,,,
6376,09/07/25 08:45:00 PM,8.82,71.35,,,,
6377,09/07/25 09:00:00 PM,9.69,71.46,,,,
6378,09/07/25 09:15:00 PM,9.23,71.35,,,,
6379,09/07/25 09:30:00 PM,9.58,71.24,,,,
6380,09/07/25 09:45:00 PM,8.87,71.20,,,,
6381,09/07/25 10:00:00 PM,9.76,71.17,,,,
6382,09/07/25 10:15:00 PM,9.39,71.13,,,,
6383,09/07/25 10:30:00 PM,8.27,71.13,,,,
6384,09/07/25 10:45:00 PM,7.59,71.10,,,,
6385,09/07/25 11:00:00 PM,8.09,71.10,,,,
6386,09/07/25 11:15:00 PM,8.05,71.06,,,,
6387,09/07/25 11:30:00 PM,7.69,71.02,,,,
6388,09/07/25 11:45:00 PM,7.72,70.92,,,,
6389,09/08/25 12:00:00 AM,8.87,70.92,,,,
6390,09/08/25 12:15:00 AM,8.24,70.95,,,,
6391,09/08/25 12:30:00 AM,8.10,70.92,,,,
6392,09/08/25 12:45:00 AM,9.34,70.88,,,,
6393,09/08/25 01:00:00 AM,7.16,70.88,,,,
6394,09/08/25 01:15:00 AM,8.17,70.84,,,,
6395,09/08/25 01:30:00 AM,8.37,70.77,,,,
6396,09/08/25 01:45:00 AM,8.33,70.74,,,,
6397,09/08/25 02:00:00 AM,9.09,70.70,,,,
6398,09/08/25 02:15:00 AM,7.82,70.66,,,,
6399,09/08/25 02:30:00 AM,7.83,70.59,,,,
6400,09/08/25 02:45:00 AM,7.91,70.52,,,,
6401,09/08/25 03:00:00 AM,8.42,70.48,,,,
6402,09/08/25 03:15:00 AM,8.38,70.41,,,,
6403,09/08/25 03:30:00 AM,7.84,70.38,,,,
6404,09/08/25 03:45:00 AM,7.65,70.27,,,,
6405,09/08/25 04:00:00 AM,8.90,70.20,,,,
6406,09/08/25 04:15:00 AM,7.68,70.12,,,,
6407,09/08/25 04:30:00 AM,8.01,70.09,,,,
6408,09/08/25 04:45:00 AM,7.95,70.05,,,,
6409,09/08/25 05:00:00 AM,8.89,69.98,,,,
6410,09/08/25 05:15:00 AM,8.71,69.91,,,,
6411,09/08/25 05:30:00 AM,8.88,69.80,,,,
6412,09/08/25 05:45:00 AM,8.49,69.76,,,,
6413,09/08/25 06:00:00 AM,8.23,69.73,,,,
6414,09/08/25 06:15:00 AM,8.76,69.66,,,,
6415,09/08/25 06:30:00 AM,8.77,69.62,,,,
6416,09/08/25 06:45:00 AM,7.70,69.55,,,,
6417,09/08/25 07:00:00 AM,7.93,69.51,,,,
6418,09/08/25 07:15:00 AM,8.73,69.40,,,,
6419,09/08/25 07:30:00 AM,9.12,69.37,,,,
6420,09/08/25 07:45:00 AM,8.69,69.33,,,,
6421,09/08/25 08:00:00 AM,8.66,69.30,,,,
6422,09/08/25 08:15:00 AM,8.59,69.26,,,,
6423,09/08/25 08:30:00 AM,9.23,69.22,,,,
6424,09/08/25 08:45:00 AM,8.75,69.26,,,,
6425,09/08/25 09:00:00 AM,8.77,69.22,,,,
6426,09/08/25 09:15:00 AM,9.12,69.19,,,,
6427,09/08/25 09:30:00 AM,9.39,69.19,,,,
6428,09/08/25 09:45:00 AM,9.07,69.12,,,,
6429,09/08/25 10:00:00 AM,8.44,69.04,,,,
6430,09/08/25 10:15:00 AM,9.07,69.01,,,,
6431,09/08/25 10:30:00 AM,9.17,69.04,,,,
6432,09/08/25 10:45:00 AM,8.84,69.08,,,,
6433,09/08/25 11:00:00 AM,8.75,69.08,,,,
6434,09/08/25 11:15:00 AM,8.65,69.08,,,,
6435,09/08/25 11:30:00 AM,8.29,69.19,,,,
6436,09/08/25 11:45:00 AM,9.39,69.51,,,,
6437,09/08/25 12:00:00 PM,8.61,69.58,,,,
6438,09/08/25 12:15:00 PM,9.58,69.84,,,,
6439,09/08/25 12:30:00 PM,9.50,69.94,,,,
6440,09/08/25 12:45:00 PM,9.52,70.02,,,,
6441,09/08/25 01:00:00 PM,9.29,70.09,,,,
6442,09/08/25 01:15:00 PM,9.25,70.16,,,,
6443,09/08/25 01:30:00 PM,9.13,70.23,,,,
6444,09/08/25 01:45:00 PM,9.60,70.30,,,,
6445,09/08/25 02:00:00 PM,9.38,70.27,,,,
6446,09/08/25 02:15:00 PM,9.63,70.30,,,,
6447,09/08/25 02:30:00 PM,9.65,70.38,,,,
6448,09/08/25 02:45:00 PM,9.08,70.38,,,,
6449,09/08/25 03:00:00 PM,9.30,70.30,,,,
6450,09/08/25 03:15:00 PM,9.23,70.30,,,,
6451,09/08/25 03:30:00 PM,9.47,70.30,,,,
6452,09/08/25 03:45:00 PM,9.69,70.45,,,,
6453,09/08/25 04:00:00 PM,9.85,70.48,,,,
6454,09/08/25 04:15:00 PM,10.02,70.56,,,,
6455,09/08/25 04:30:00 PM,10.17,70.74,,,,
6456,09/08/25 04:45:00 PM,9.95,70.77,,,,
6457,09/08/25 05:00:00 PM,9.27,70.59,,,,
6458,09/08/25 05:15:00 PM,9.89,70.63,,,,
6459,09/08/25 05:30:00 PM,9.63,70.70,,,,
6460,09/08/25 05:45:00 PM,9.79,70.74,,,,
6461,09/08/25 06:00:00 PM,9.46,70.70,,,,
6462,09/08/25 06:15:00 PM,9.35,70.81,,,,
6463,09/08/25 06:30:00 PM,8.32,70.84,,,,
6464,09/08/25 06:45:00 PM,8.65,70.88,,,,
6465,09/08/25 07:00:00 PM,9.46,70.88,,,,
6466,09/08/25 07:15:00 PM,9.14,71.06,,,,
6467,09/08/25 07:30:00 PM,9.84,71.20,,,,
6468,09/08/25 07:45:00 PM,10.11,71.28,,,,
6469,09/08/25 08:00:00 PM,9.62,71.28,,,,
6470,09/08/25 08:15:00 PM,9.38,71.13,,,,
6471,09/08/25 08:30:00 PM,10.07,71.24,,,,
6472,09/08/25 08:45:00 PM,10.20,71.13,,,,
6473,09/08/25 09:00:00 PM,10.81,71.10,,,,
6474,09/08/25 09:15:00 PM,10.30,71.02,,,,
6475,09/08/25 09:30:00 PM,9.76,70.99,,,,
6476,09/08/25 09:45:00 PM,10.13,70.92,,,,
6477,09/08/25 10:00:00 PM,10.05,70.88,,,,
6478,09/08/25 10:15:00 PM,9.79,70.81,,,,
6479,09/08/25 10:30:00 PM,9.87,70.74,,,,
6480,09/08/25 10:45:00 PM,10.05,70.66,,,,
6481,09/08/25 11:00:00 PM,10.20,70.59,,,,
6482,09/08/25 11:15:00 PM,9.46,70.52,,,,
6483,09/08/25 11:30:00 PM,9.11,70.45,,,,
6484,09/08/25 11:45:00 PM,9.64,70.41,,,,
6485,09/09/25 12:00:00 AM,10.41,70.34,,,,
6486,09/09/25 12:15:00 AM,10.60,70.23,,,,
6487,09/09/25 12:30:00 AM,10.58,70.09,,,,
6488,09/09/25 12:45:00 AM,10.72,70.05,,,,
6489,09/09/25 01:00:00 AM,10.11,69.98,,,,
6490,09/09/25 01:15:00 AM,10.15,69.87,,,,
6491,09/09/25 01:30:00 AM,9.96,69.87,,,,
6492,09/09/25 01:45:00 AM,9.70,69.80,,,,
6493,09/09/25 02:00:00 AM,9.61,69.80,,,,
6494,09/09/25 02:15:00 AM,9.82,69.73,,,,
6495,09/09/25 02:30:00 AM,9.90,69.69,,,,
6496,09/09/25 02:45:00 AM,10.29,69.66,,,,
6497,09/09/25 03:00:00 AM,10.16,69.55,,,,
6498,09/09/25 03:15:00 AM,10.24,69.48,,,,
6499,09/09/25 03:30:00 AM,10.21,69.40,,,,
6500,09/09/25 03:45:00 AM,10.30,69.37,,,,
6501,09/09/25 04:00:00 AM,10.26,69.30,,,,
6502,09/09/25 04:15:00 AM,10.21,69.22,,,,
6503,09/09/25 04:30:00 AM,10.21,69.15,,,,
6504,09/09/25 04:45:00 AM,10.09,69.04,,,,
6505,09/09/25 05:00:00 AM,10.09,68.97,,,,
6506,09/09/25 05:15:00 AM,10.06,68.90,,,,
6507,09/09/25 05:30:00 AM,9.81,68.83,,,,
6508,09/09/25 05:45:00 AM,9.76,68.76,,,,
6509,09/09/25 06:00:00 AM,9.49,68.72,,,,
6510,09/09/25 06:15:00 AM,9.97,68.65,,,,
6511,09/09/25 06:30:00 AM,9.80,68.58,,,,
6512,09/09/25 06:45:00 AM,9.68,68.50,,,,
6513,09/09/25 07:00:00 AM,9.79,68.43,,,,
6514,09/09/25 07:15:00 AM,8.80,68.36,,,,
6515,09/09/25 07:30:00 AM,8.78,68.29,,,,
6516,09/09/25 07:45:00 AM,8.76,68.22,,,,
6517,09/09/25 08:00:00 AM,9.08,68.14,,,,
6518,09/09/25 08:15:00 AM,8.89,68.14,,,,
6519,09/09/25 08:30:00 AM,9.01,68.07,,,,
6520,09/09/25 08:45:00 AM,9.19,68.07,,,,
6521,09/09/25 09:00:00 AM,8.70,68.14,,,,
6522,09/09/25 09:15:00 AM,8.96,68.11,,,,
6523,09/09/25 09:30:00 AM,9.03,68.04,,,,
6524,09/09/25 09:45:00 AM,8.81,68.04,,,,
6525,09/09/25 10:00:00 AM,8.69,68.04,,,,
6526,09/09/25 10:15:00 AM,8.86,68.04,,,,
6527,09/09/25 10:30:00 AM,8.52,68.07,,,,
6528,09/09/25 10:45:00 AM,8.90,68.11,,,,
6529,09/09/25 11:00:00 AM,8.82,68.14,,,,
6530,09/09/25 11:15:00 AM,9.67,68.14,,,,
6531,09/09/25 11:30:00 AM,9.88,68.18,,,,
6532,09/09/25 11:45:00 AM,9.41,68.25,,,,
6533,09/09/25 12:00:00 PM,9.34,68.18,,,,
6534,09/09/25 12:15:00 PM,8.94,68.04,,,,
6535,09/09/25 12:30:00 PM,8.87,68.00,,,,
6536,09/09/25 12:45:00 PM,9.21,67.93,,,,
6537,09/09/25 01:00:00 PM,9.26,67.78,,,,
6538,09/09/25 01:15:00 PM,9.89,67.75,,,,
6539,09/09/25 01:30:00 PM,10.71,67.89,,,,
6540,09/09/25 01:45:00 PM,11.12,68.07,,,,
6541,09/09/25 02:00:00 PM,11.60,68.18,,,,
6542,09/09/25 02:15:00 PM,11.51,68.18,,,,
6543,09/09/25 02:30:00 PM,11.49,68.22,,,,
6544,09/09/25 02:45:00 PM,12.66,68.14,,,,
6545,09/09/25 03:00:00 PM,10.76,68.18,,,,
6546,09/09/25 03:15:00 PM,11.29,68.18,,,,
6547,09/09/25 03:30:00 PM,11.42,68.14,,,,
6548,09/09/25 03:45:00 PM,10.63,68.18,,,,
6549,09/09/25 04:00:00 PM,10.90,68.14,,,,
6550,09/09/25 04:15:00 PM,12.28,68.07,,,,
6551,09/09/25 04:30:00 PM,11.89,68.11,,,,
6552,09/09/25 04:45:00 PM,11.32,68.18,,,,
6553,09/09/25 05:00:00 PM,10.67,68.22,,,,
6554,09/09/25 05:15:00 PM,10.12,68.25,,,,
6555,09/09/25 05:30:00 PM,10.25,68.36,,,,
6556,09/09/25 05:45:00 PM,10.25,68.43,,,,
6557,09/09/25 06:00:00 PM,10.19,68.47,,,,
6558,09/09/25 06:15:00 PM,9.77,68.50,,,,
6559,09/09/25 06:30:00 PM,9.55,68.50,,,,
6560,09/09/25 06:45:00 PM,9.39,68.47,,,,
6561,09/09/25 07:00:00 PM,9.05,68.47,,,,
6562,09/09/25 07:15:00 PM,9.83,68.47,,,,
6563,09/09/25 07:30:00 PM,8.94,68.43,,,,
6564,09/09/25 07:45:00 PM,9.37,68.40,,,,
6565,09/09/25 08:00:00 PM,8.82,68.40,,,,
