"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Detached (LGR S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
7835,12/20/24 06:59:40 AM,9.26,52.16,,,,,
7836,12/20/24 07:14:40 AM,9.26,52.16,,,,,
7837,12/20/24 07:29:40 AM,9.26,52.12,,,,,
7838,12/20/24 07:44:40 AM,9.27,52.12,,,,,
7839,12/20/24 07:59:40 AM,9.26,52.09,,,,,
7840,12/20/24 08:14:40 AM,9.22,52.09,,,,,
7841,12/20/24 08:29:40 AM,9.13,52.05,,,,,
7842,12/20/24 08:44:40 AM,9.05,52.05,,,,,
7843,12/20/24 08:59:40 AM,8.98,52.02,,,,,
7844,12/20/24 09:14:40 AM,8.93,52.02,,,,,
7845,12/20/24 09:29:40 AM,8.90,51.98,,,,,
7846,12/20/24 09:44:40 AM,8.88,51.98,,,,,
7847,12/20/24 09:59:40 AM,8.85,51.94,,,,,
7848,12/20/24 10:14:40 AM,8.83,51.94,,,,,
7849,12/20/24 10:29:40 AM,8.80,51.91,,,,,
7850,12/20/24 10:44:40 AM,8.77,51.91,,,,,
7851,12/20/24 10:59:40 AM,8.75,51.91,,,,,
7852,12/20/24 11:14:40 AM,8.73,51.87,,,,,
7853,12/20/24 11:29:40 AM,8.72,51.87,,,,,
7854,12/20/24 11:44:40 AM,8.72,51.87,,,,,
7855,12/20/24 11:59:40 AM,8.70,51.87,,,,,
7856,12/20/24 12:14:40 PM,8.69,51.84,,,,,
7857,12/20/24 12:29:40 PM,8.68,51.84,,,,,
7858,12/20/24 12:44:40 PM,8.68,51.84,,,,,
7859,12/20/24 12:59:40 PM,8.66,51.84,,,,,
7860,12/20/24 01:14:40 PM,8.65,51.84,,,,,
7861,12/20/24 01:29:40 PM,8.64,51.84,,,,,
7862,12/20/24 01:44:40 PM,8.64,51.84,,,,,
7863,12/20/24 01:59:40 PM,8.63,51.84,,,,,
7864,12/20/24 02:14:40 PM,8.61,51.84,,,,,
7865,12/20/24 02:29:40 PM,8.60,51.84,,,,,
7866,12/20/24 02:44:40 PM,8.59,51.84,,,,,
7867,12/20/24 02:59:40 PM,8.58,51.84,,,,,
7868,12/20/24 03:14:40 PM,8.58,51.84,,,,,
7869,12/20/24 03:29:40 PM,8.57,51.84,,,,,
7870,12/20/24 03:44:40 PM,8.57,51.84,,,,,
7871,12/20/24 03:59:40 PM,8.57,51.84,,,,,
7872,12/20/24 04:14:40 PM,8.57,51.84,,,,,
7873,12/20/24 04:29:40 PM,8.57,51.84,,,,,
7874,12/20/24 04:44:40 PM,8.57,51.84,,,,,
7875,12/20/24 04:59:40 PM,8.57,51.84,,,,,
7876,12/20/24 05:14:40 PM,8.58,51.84,,,,,
7877,12/20/24 05:29:40 PM,8.58,51.84,,,,,
7878,12/20/24 05:44:40 PM,8.58,51.84,,,,,
7879,12/20/24 05:59:40 PM,8.58,51.84,,,,,
7880,12/20/24 06:14:40 PM,8.59,51.84,,,,,
7881,12/20/24 06:29:40 PM,8.59,51.84,,,,,
7882,12/20/24 06:44:40 PM,8.60,51.84,,,,,
7883,12/20/24 06:59:40 PM,8.60,51.84,,,,,
7884,12/20/24 07:14:40 PM,8.60,51.84,,,,,
7885,12/20/24 07:29:40 PM,8.60,51.84,,,,,
7886,12/20/24 07:44:40 PM,8.59,51.84,,,,,
7887,12/20/24 07:59:40 PM,8.59,51.84,,,,,
7888,12/20/24 08:14:40 PM,8.63,51.84,,,,,
7889,12/20/24 08:29:40 PM,8.69,51.84,,,,,
7890,12/20/24 08:44:40 PM,8.76,51.84,,,,,
7891,12/20/24 08:59:40 PM,8.83,51.84,,,,,
7892,12/20/24 09:14:40 PM,8.90,51.84,,,,,
7893,12/20/24 09:29:40 PM,8.98,51.84,,,,,
7894,12/20/24 09:44:40 PM,9.03,51.84,,,,,
7895,12/20/24 09:59:40 PM,9.08,51.84,,,,,
7896,12/20/24 10:14:40 PM,9.13,51.84,,,,,
7897,12/20/24 10:29:40 PM,9.15,51.84,,,,,
7898,12/20/24 10:44:40 PM,9.18,51.84,,,,,
7899,12/20/24 10:59:40 PM,9.20,51.84,,,,,
7900,12/20/24 11:14:40 PM,9.22,51.84,,,,,
7901,12/20/24 11:29:40 PM,9.24,51.84,,,,,
7902,12/20/24 11:44:40 PM,9.26,51.84,,,,,
7903,12/20/24 11:59:40 PM,9.28,51.80,,,,,
7904,12/21/24 12:14:40 AM,9.30,51.80,,,,,
7905,12/21/24 12:29:40 AM,9.32,51.80,,,,,
7906,12/21/24 12:44:40 AM,9.34,51.80,,,,,
7907,12/21/24 12:59:40 AM,9.36,51.80,,,,,
7908,12/21/24 01:14:40 AM,9.39,51.80,,,,,
7909,12/21/24 01:29:40 AM,9.39,51.80,,,,,
7910,12/21/24 01:44:40 AM,9.39,51.80,,,,,
7911,12/21/24 01:59:40 AM,9.39,51.80,,,,,
7912,12/21/24 02:14:40 AM,9.39,51.76,,,,,
7913,12/21/24 02:29:40 AM,9.39,51.76,,,,,
7914,12/21/24 02:44:40 AM,9.39,51.76,,,,,
7915,12/21/24 02:59:40 AM,9.39,51.76,,,,,
7916,12/21/24 03:14:40 AM,9.39,51.76,,,,,
7917,12/21/24 03:29:40 AM,9.39,51.76,,,,,
7918,12/21/24 03:44:40 AM,9.39,51.76,,,,,
7919,12/21/24 03:59:40 AM,9.40,51.76,,,,,
7920,12/21/24 04:14:40 AM,9.40,51.76,,,,,
7921,12/21/24 04:29:40 AM,9.40,51.76,,,,,
7922,12/21/24 04:44:40 AM,9.41,51.76,,,,,
7923,12/21/24 04:59:40 AM,9.41,51.76,,,,,
7924,12/21/24 05:14:40 AM,9.43,51.73,,,,,
7925,12/21/24 05:29:40 AM,9.43,51.76,,,,,
7926,12/21/24 05:44:40 AM,9.44,51.73,,,,,
7927,12/21/24 05:59:40 AM,9.45,51.73,,,,,
7928,12/21/24 06:14:40 AM,9.46,51.73,,,,,
7929,12/21/24 06:29:40 AM,9.47,51.73,,,,,
7930,12/21/24 06:44:40 AM,9.50,51.73,,,,,
7931,12/21/24 06:59:40 AM,9.51,51.69,,,,,
7932,12/21/24 07:14:40 AM,9.52,51.69,,,,,
7933,12/21/24 07:29:40 AM,9.55,51.69,,,,,
7934,12/21/24 07:44:40 AM,9.56,51.69,,,,,
7935,12/21/24 07:59:40 AM,9.56,51.66,,,,,
7936,12/21/24 08:14:40 AM,9.57,51.66,,,,,
7937,12/21/24 08:29:40 AM,9.58,51.62,,,,,
7938,12/21/24 08:44:40 AM,9.59,51.62,,,,,
7939,12/21/24 08:59:40 AM,9.59,51.58,,,,,
7940,12/21/24 09:14:40 AM,9.60,51.58,,,,,
7941,12/21/24 09:29:40 AM,9.59,51.58,,,,,
7942,12/21/24 09:44:40 AM,9.60,51.55,,,,,
7943,12/21/24 09:59:40 AM,9.59,51.55,,,,,
7944,12/21/24 10:14:40 AM,9.59,51.51,,,,,
7945,12/21/24 10:29:40 AM,9.59,51.51,,,,,
7946,12/21/24 10:44:40 AM,9.60,51.48,,,,,
7947,12/21/24 10:59:40 AM,9.59,51.44,,,,,
7948,12/21/24 11:14:40 AM,9.59,51.44,,,,,
7949,12/21/24 11:29:40 AM,9.59,51.40,,,,,
7950,12/21/24 11:44:40 AM,9.59,51.40,,,,,
7951,12/21/24 11:59:40 AM,9.59,51.37,,,,,
7952,12/21/24 12:14:40 PM,9.58,51.33,,,,,
7953,12/21/24 12:29:40 PM,9.58,51.33,,,,,
7954,12/21/24 12:44:40 PM,9.57,51.30,,,,,
7955,12/21/24 12:59:40 PM,9.57,51.30,,,,,
7956,12/21/24 01:14:40 PM,9.58,51.26,,,,,
7957,12/21/24 01:29:40 PM,9.59,51.22,,,,,
7958,12/21/24 01:44:40 PM,9.56,51.22,,,,,
7959,12/21/24 01:59:40 PM,9.54,51.19,,,,,
7960,12/21/24 02:14:40 PM,9.55,51.19,,,,,
7961,12/21/24 02:29:40 PM,9.56,51.15,,,,,
7962,12/21/24 02:44:40 PM,9.57,51.15,,,,,
7963,12/21/24 02:59:40 PM,9.58,51.15,,,,,
7964,12/21/24 03:14:40 PM,9.58,51.15,,,,,
7965,12/21/24 03:29:40 PM,9.58,51.12,,,,,
7966,12/21/24 03:44:40 PM,9.59,51.12,,,,,
7967,12/21/24 03:59:40 PM,9.60,51.12,,,,,
7968,12/21/24 04:14:40 PM,9.60,51.12,,,,,
7969,12/21/24 04:29:40 PM,9.59,51.12,,,,,
7970,12/21/24 04:44:40 PM,9.58,51.12,,,,,
7971,12/21/24 04:59:40 PM,9.58,51.08,,,,,
7972,12/21/24 05:14:40 PM,9.57,51.08,,,,,
7973,12/21/24 05:29:40 PM,9.55,51.08,,,,,
7974,12/21/24 05:44:40 PM,9.54,51.08,,,,,
7975,12/21/24 05:59:40 PM,9.52,51.04,,,,,
7976,12/21/24 06:14:40 PM,9.52,51.04,,,,,
7977,12/21/24 06:29:40 PM,9.54,51.04,,,,,
7978,12/21/24 06:44:40 PM,9.54,51.04,,,,,
7979,12/21/24 06:59:40 PM,9.52,51.04,,,,,
7980,12/21/24 07:14:40 PM,9.51,51.01,,,,,
7981,12/21/24 07:29:40 PM,9.52,51.01,,,,,
7982,12/21/24 07:44:40 PM,9.56,51.01,,,,,
7983,12/21/24 07:59:40 PM,9.59,51.01,,,,,
7984,12/21/24 08:14:40 PM,9.63,50.97,,,,,
7985,12/21/24 08:29:40 PM,9.68,50.97,,,,,
7986,12/21/24 08:44:40 PM,9.70,50.97,,,,,
7987,12/21/24 08:59:40 PM,9.72,50.94,,,,,
7988,12/21/24 09:14:40 PM,9.75,50.94,,,,,
7989,12/21/24 09:29:40 PM,9.77,50.90,,,,,
7990,12/21/24 09:44:40 PM,9.77,50.90,,,,,
7991,12/21/24 09:59:40 PM,9.78,50.86,,,,,
7992,12/21/24 10:14:40 PM,9.79,50.86,,,,,
7993,12/21/24 10:29:40 PM,9.81,50.83,,,,,
7994,12/21/24 10:44:40 PM,9.80,50.83,,,,,
7995,12/21/24 10:59:40 PM,9.80,50.79,,,,,
7996,12/21/24 11:14:40 PM,9.80,50.79,,,,,
7997,12/21/24 11:29:40 PM,9.80,50.76,,,,,
7998,12/21/24 11:44:40 PM,9.79,50.72,,,,,
7999,12/21/24 11:59:40 PM,9.79,50.68,,,,,
8000,12/22/24 12:14:40 AM,9.76,50.68,,,,,
8001,12/22/24 12:29:40 AM,9.75,50.65,,,,,
8002,12/22/24 12:44:40 AM,9.77,50.61,,,,,
8003,12/22/24 12:59:40 AM,9.78,50.58,,,,,
8004,12/22/24 01:14:40 AM,9.80,50.58,,,,,
8005,12/22/24 01:29:40 AM,9.80,50.54,,,,,
8006,12/22/24 01:44:40 AM,9.80,50.50,,,,,
8007,12/22/24 01:59:40 AM,9.81,50.47,,,,,
8008,12/22/24 02:14:40 AM,9.81,50.43,,,,,
8009,12/22/24 02:29:40 AM,9.81,50.40,,,,,
8010,12/22/24 02:44:40 AM,9.82,50.40,,,,,
8011,12/22/24 02:59:40 AM,9.83,50.36,,,,,
8012,12/22/24 03:14:40 AM,9.84,50.32,,,,,
8013,12/22/24 03:29:40 AM,9.84,50.29,,,,,
8014,12/22/24 03:44:40 AM,9.86,50.25,,,,,
8015,12/22/24 03:59:40 AM,9.87,50.22,,,,,
8016,12/22/24 04:14:40 AM,9.86,50.18,,,,,
8017,12/22/24 04:29:40 AM,9.86,50.18,,,,,
8018,12/22/24 04:44:40 AM,9.87,50.14,,,,,
8019,12/22/24 04:59:40 AM,9.87,50.11,,,,,
8020,12/22/24 05:14:40 AM,9.87,50.07,,,,,
8021,12/22/24 05:29:40 AM,9.87,50.04,,,,,
8022,12/22/24 05:44:40 AM,9.88,50.00,,,,,
8023,12/22/24 05:59:40 AM,9.89,49.96,,,,,
8024,12/22/24 06:14:40 AM,9.89,49.93,,,,,
8025,12/22/24 06:29:40 AM,9.89,49.93,,,,,
8026,12/22/24 06:44:40 AM,9.90,49.89,,,,,
8027,12/22/24 06:59:40 AM,9.90,49.86,,,,,
8028,12/22/24 07:14:40 AM,9.90,49.82,,,,,
8029,12/22/24 07:29:40 AM,9.90,49.78,,,,,
8030,12/22/24 07:44:40 AM,9.90,49.75,,,,,
8031,12/22/24 07:59:40 AM,9.90,49.71,,,,,
8032,12/22/24 08:14:40 AM,9.91,49.68,,,,,
8033,12/22/24 08:29:40 AM,9.90,49.60,,,,,
8034,12/22/24 08:44:40 AM,9.91,49.57,,,,,
8035,12/22/24 08:59:40 AM,9.92,49.53,,,,,
8036,12/22/24 09:14:40 AM,9.93,49.50,,,,,
8037,12/22/24 09:29:40 AM,9.93,49.46,,,,,
8038,12/22/24 09:44:40 AM,9.95,49.39,,,,,
8039,12/22/24 09:59:40 AM,9.95,49.35,,,,,
8040,12/22/24 10:14:40 AM,9.97,49.28,,,,,
8041,12/22/24 10:29:40 AM,9.97,49.24,,,,,
8042,12/22/24 10:44:40 AM,9.98,49.17,,,,,
8043,12/22/24 10:59:40 AM,9.99,49.14,,,,,
8044,12/22/24 11:14:40 AM,10.00,49.06,,,,,
8045,12/22/24 11:29:40 AM,10.00,49.03,,,,,
8046,12/22/24 11:44:40 AM,10.01,48.99,,,,,
8047,12/22/24 11:59:40 AM,10.01,48.96,,,,,
8048,12/22/24 12:14:40 PM,10.01,48.96,,,,,
8049,12/22/24 12:29:40 PM,10.01,48.88,,,,,
8050,12/22/24 12:44:40 PM,10.02,48.88,,,,,
8051,12/22/24 12:59:40 PM,10.01,48.85,,,,,
8052,12/22/24 01:14:40 PM,10.02,48.81,,,,,
8053,12/22/24 01:29:40 PM,10.02,48.78,,,,,
8054,12/22/24 01:44:40 PM,10.03,48.74,,,,,
8055,12/22/24 01:59:40 PM,10.04,48.70,,,,,
8056,12/22/24 02:14:40 PM,10.03,48.67,,,,,
8057,12/22/24 02:29:40 PM,10.04,48.67,,,,,
8058,12/22/24 02:44:40 PM,10.05,48.63,,,,,
8059,12/22/24 02:59:40 PM,10.04,48.60,,,,,
8060,12/22/24 03:14:40 PM,10.04,48.56,,,,,
8061,12/22/24 03:29:40 PM,10.05,48.52,,,,,
8062,12/22/24 03:44:40 PM,10.06,48.49,,,,,
8063,12/22/24 03:59:40 PM,10.06,48.45,,,,,
8064,12/22/24 04:14:40 PM,10.06,48.45,,,,,
8065,12/22/24 04:29:40 PM,10.07,48.42,,,,,
8066,12/22/24 04:44:40 PM,10.08,48.38,,,,,
8067,12/22/24 04:59:40 PM,10.08,48.34,,,,,
8068,12/22/24 05:14:40 PM,10.08,48.31,,,,,
8069,12/22/24 05:29:40 PM,10.09,48.31,,,,,
8070,12/22/24 05:44:40 PM,10.09,48.27,,,,,
8071,12/22/24 05:59:40 PM,10.10,48.24,,,,,
8072,12/22/24 06:14:40 PM,10.11,48.20,,,,,
8073,12/22/24 06:29:40 PM,10.12,48.20,,,,,
8074,12/22/24 06:44:40 PM,10.13,48.16,,,,,
8075,12/22/24 06:59:40 PM,10.13,48.13,,,,,
8076,12/22/24 07:14:40 PM,10.14,48.09,,,,,
8077,12/22/24 07:29:40 PM,10.14,48.06,,,,,
8078,12/22/24 07:44:40 PM,10.16,48.06,,,,,
8079,12/22/24 07:59:40 PM,10.17,48.02,,,,,
8080,12/22/24 08:14:40 PM,10.20,47.98,,,,,
8081,12/22/24 08:29:40 PM,10.21,47.95,,,,,
8082,12/22/24 08:44:40 PM,10.22,47.91,,,,,
8083,12/22/24 08:59:40 PM,10.20,47.88,,,,,
8084,12/22/24 09:14:40 PM,10.21,47.88,,,,,
8085,12/22/24 09:29:40 PM,10.20,47.80,,,,,
8086,12/22/24 09:44:40 PM,10.22,47.77,,,,,
8087,12/22/24 09:59:40 PM,10.23,47.73,,,,,
8088,12/22/24 10:14:40 PM,10.24,47.70,,,,,
8089,12/22/24 10:29:40 PM,10.24,47.66,,,,,
8090,12/22/24 10:44:40 PM,10.24,47.62,,,,,
8091,12/22/24 10:59:40 PM,10.23,47.59,,,,,
8092,12/22/24 11:14:40 PM,10.22,47.59,,,,,
8093,12/22/24 11:29:40 PM,10.22,47.55,,,,,
8094,12/22/24 11:44:40 PM,10.21,47.55,,,,,
8095,12/22/24 11:59:40 PM,10.23,47.52,,,,,
8096,12/23/24 12:14:40 AM,10.24,47.52,,,,,
8097,12/23/24 12:29:40 AM,10.25,47.48,,,,,
8098,12/23/24 12:44:40 AM,10.26,47.48,,,,,
8099,12/23/24 12:59:40 AM,10.27,47.44,,,,,
8100,12/23/24 01:14:40 AM,10.29,47.41,,,,,
8101,12/23/24 01:29:40 AM,10.29,47.41,,,,,
8102,12/23/24 01:44:40 AM,10.30,47.41,,,,,
8103,12/23/24 01:59:40 AM,10.31,47.37,,,,,
8104,12/23/24 02:14:40 AM,10.32,47.34,,,,,
8105,12/23/24 02:29:40 AM,10.32,47.34,,,,,
8106,12/23/24 02:44:40 AM,10.34,47.30,,,,,
8107,12/23/24 02:59:40 AM,10.36,47.30,,,,,
8108,12/23/24 03:14:40 AM,10.37,47.26,,,,,
8109,12/23/24 03:29:40 AM,10.38,47.23,,,,,
8110,12/23/24 03:44:40 AM,10.39,47.23,,,,,
8111,12/23/24 03:59:40 AM,10.40,47.23,,,,,
8112,12/23/24 04:14:40 AM,10.41,47.19,,,,,
8113,12/23/24 04:29:40 AM,10.42,47.16,,,,,
8114,12/23/24 04:44:40 AM,10.42,47.16,,,,,
8115,12/23/24 04:59:40 AM,10.43,47.12,,,,,
8116,12/23/24 05:14:40 AM,10.43,47.12,,,,,
8117,12/23/24 05:29:40 AM,10.44,47.08,,,,,
8118,12/23/24 05:44:40 AM,10.45,47.05,,,,,
8119,12/23/24 05:59:40 AM,10.45,47.05,,,,,
8120,12/23/24 06:14:40 AM,10.46,47.01,,,,,
8121,12/23/24 06:29:40 AM,10.47,46.98,,,,,
8122,12/23/24 06:44:40 AM,10.48,46.94,,,,,
8123,12/23/24 06:59:40 AM,10.49,46.90,,,,,
8124,12/23/24 07:14:40 AM,10.49,46.90,,,,,
8125,12/23/24 07:29:40 AM,10.50,46.87,,,,,
8126,12/23/24 07:44:40 AM,10.50,46.83,,,,,
8127,12/23/24 07:59:40 AM,10.50,46.80,,,,,
8128,12/23/24 08:14:40 AM,10.50,46.80,,,,,
8129,12/23/24 08:29:40 AM,10.51,46.76,,,,,
8130,12/23/24 08:44:40 AM,10.51,46.72,,,,,
8131,12/23/24 08:59:40 AM,10.52,46.69,,,,,
8132,12/23/24 09:14:40 AM,10.51,46.69,,,,,
8133,12/23/24 09:29:40 AM,10.50,46.65,,,,,
8134,12/23/24 09:44:40 AM,10.50,46.62,,,,,
8135,12/23/24 09:59:40 AM,10.49,46.58,,,,,
8136,12/23/24 10:14:40 AM,10.48,46.58,,,,,
8137,12/23/24 10:29:40 AM,10.47,46.54,,,,,
8138,12/23/24 10:44:40 AM,10.47,46.51,,,,,
8139,12/23/24 10:59:40 AM,10.47,46.51,,,,,
8140,12/23/24 11:14:40 AM,10.46,46.47,,,,,
8141,12/23/24 11:29:40 AM,10.46,46.44,,,,,
8142,12/23/24 11:44:40 AM,10.45,46.44,,,,,
8143,12/23/24 11:59:40 AM,10.46,46.40,,,,,
8144,12/23/24 12:14:40 PM,10.45,46.40,,,,,
8145,12/23/24 12:29:40 PM,10.44,46.36,,,,,
8146,12/23/24 12:44:40 PM,10.43,46.36,,,,,
8147,12/23/24 12:59:40 PM,10.41,46.33,,,,,
8148,12/23/24 01:14:40 PM,10.39,46.33,,,,,
8149,12/23/24 01:29:40 PM,10.37,46.33,,,,,
8150,12/23/24 01:44:40 PM,10.33,46.33,,,,,
8151,12/23/24 01:59:40 PM,10.32,46.29,,,,,
8152,12/23/24 02:14:40 PM,10.32,46.29,,,,,
8153,12/23/24 02:29:40 PM,10.33,46.29,,,,,
8154,12/23/24 02:44:40 PM,10.34,46.29,,,,,
8155,12/23/24 02:59:40 PM,10.36,46.29,,,,,
8156,12/23/24 03:14:40 PM,10.36,46.29,,,,,
8157,12/23/24 03:29:40 PM,10.38,46.29,,,,,
8158,12/23/24 03:44:40 PM,10.38,46.29,,,,,
8159,12/23/24 03:59:40 PM,10.39,46.29,,,,,
8160,12/23/24 04:14:40 PM,10.40,46.29,,,,,
8161,12/23/24 04:29:40 PM,10.40,46.29,,,,,
8162,12/23/24 04:44:40 PM,10.41,46.29,,,,,
8163,12/23/24 04:59:40 PM,10.42,46.29,,,,,
8164,12/23/24 05:14:40 PM,10.44,46.29,,,,,
8165,12/23/24 05:29:40 PM,10.44,46.29,,,,,
8166,12/23/24 05:44:40 PM,10.43,46.29,,,,,
8167,12/23/24 05:59:40 PM,10.42,46.29,,,,,
8168,12/23/24 06:14:40 PM,10.40,46.33,,,,,
8169,12/23/24 06:29:40 PM,10.39,46.33,,,,,
8170,12/23/24 06:44:40 PM,10.37,46.33,,,,,
8171,12/23/24 06:59:40 PM,10.37,46.33,,,,,
8172,12/23/24 07:14:40 PM,10.36,46.33,,,,,
8173,12/23/24 07:29:40 PM,10.36,46.33,,,,,
8174,12/23/24 07:44:40 PM,10.33,46.33,,,,,
8175,12/23/24 07:59:40 PM,10.34,46.36,,,,,
8176,12/23/24 08:14:40 PM,10.33,46.36,,,,,
8177,12/23/24 08:29:40 PM,10.32,46.36,,,,,
8178,12/23/24 08:44:40 PM,10.31,46.36,,,,,
8179,12/23/24 08:59:40 PM,10.30,46.40,,,,,
8180,12/23/24 09:14:40 PM,10.30,46.40,,,,,
8181,12/23/24 09:29:40 PM,10.29,46.44,,,,,
8182,12/23/24 09:44:40 PM,10.29,46.44,,,,,
8183,12/23/24 09:59:40 PM,10.29,46.47,,,,,
8184,12/23/24 10:14:40 PM,10.31,46.47,,,,,
8185,12/23/24 10:29:40 PM,10.32,46.51,,,,,
8186,12/23/24 10:44:40 PM,10.33,46.51,,,,,
8187,12/23/24 10:59:40 PM,10.34,46.54,,,,,
8188,12/23/24 11:14:40 PM,10.36,46.54,,,,,
8189,12/23/24 11:29:40 PM,10.38,46.58,,,,,
8190,12/23/24 11:44:40 PM,10.40,46.62,,,,,
8191,12/23/24 11:59:40 PM,10.44,46.62,,,,,
8192,12/24/24 12:14:40 AM,10.48,46.65,,,,,
8193,12/24/24 12:29:40 AM,10.52,46.69,,,,,
8194,12/24/24 12:44:40 AM,10.58,46.69,,,,,
8195,12/24/24 12:59:40 AM,10.62,46.72,,,,,
8196,12/24/24 01:14:40 AM,10.66,46.76,,,,,
8197,12/24/24 01:29:40 AM,10.69,46.76,,,,,
8198,12/24/24 01:44:40 AM,10.72,46.80,,,,,
8199,12/24/24 01:59:40 AM,10.73,46.83,,,,,
8200,12/24/24 02:14:40 AM,10.75,46.83,,,,,
8201,12/24/24 02:29:40 AM,10.75,46.87,,,,,
8202,12/24/24 02:44:40 AM,10.77,46.87,,,,,
8203,12/24/24 02:59:40 AM,10.77,46.90,,,,,
8204,12/24/24 03:14:40 AM,10.75,46.94,,,,,
8205,12/24/24 03:29:40 AM,10.75,46.94,,,,,
8206,12/24/24 03:44:40 AM,10.74,46.98,,,,,
8207,12/24/24 03:59:40 AM,10.73,46.98,,,,,
8208,12/24/24 04:14:40 AM,10.72,47.01,,,,,
8209,12/24/24 04:29:40 AM,10.71,47.01,,,,,
8210,12/24/24 04:44:40 AM,10.69,47.05,,,,,
8211,12/24/24 04:59:40 AM,10.68,47.05,,,,,
8212,12/24/24 05:14:40 AM,10.67,47.05,,,,,
8213,12/24/24 05:29:40 AM,10.65,47.08,,,,,
8214,12/24/24 05:44:40 AM,10.65,47.08,,,,,
8215,12/24/24 05:59:40 AM,10.63,47.08,,,,,
8216,12/24/24 06:14:40 AM,10.62,47.12,,,,,
8217,12/24/24 06:29:40 AM,10.61,47.12,,,,,
8218,12/24/24 06:44:40 AM,10.60,47.12,,,,,
8219,12/24/24 06:59:40 AM,10.58,47.12,,,,,
8220,12/24/24 07:14:40 AM,10.58,47.12,,,,,
8221,12/24/24 07:29:40 AM,10.57,47.16,,,,,
8222,12/24/24 07:44:40 AM,10.57,47.16,,,,,
8223,12/24/24 07:59:40 AM,10.55,47.16,,,,,
8224,12/24/24 08:14:40 AM,10.54,47.16,,,,,
8225,12/24/24 08:29:40 AM,10.54,47.19,,,,,
8226,12/24/24 08:44:40 AM,10.54,47.19,,,,,
8227,12/24/24 08:59:40 AM,10.53,47.19,,,,,
8228,12/24/24 09:14:40 AM,10.53,47.19,,,,,
8229,12/24/24 09:29:40 AM,10.52,47.19,,,,,
8230,12/24/24 09:44:40 AM,10.52,47.23,,,,,
8231,12/24/24 09:59:40 AM,10.51,47.23,,,,,
8232,12/24/24 10:14:40 AM,10.51,47.23,,,,,
8233,12/24/24 10:29:40 AM,10.50,47.23,,,,,
8234,12/24/24 10:44:40 AM,10.50,47.23,,,,,
8235,12/24/24 10:59:40 AM,10.50,47.23,,,,,
8236,12/24/24 11:14:40 AM,10.49,47.23,,,,,
8237,12/24/24 11:29:40 AM,10.49,47.23,,,,,
8238,12/24/24 11:44:40 AM,10.49,47.26,,,,,
8239,12/24/24 11:59:40 AM,10.49,47.26,,,,,
8240,12/24/24 12:14:40 PM,10.48,47.26,,,,,
8241,12/24/24 12:29:40 PM,10.48,47.26,,,,,
8242,12/24/24 12:44:40 PM,10.49,47.26,,,,,
8243,12/24/24 12:59:40 PM,10.48,47.26,,,,,
8244,12/24/24 01:14:40 PM,10.48,47.26,,,,,
8245,12/24/24 01:29:40 PM,10.48,47.26,,,,,
8246,12/24/24 01:44:40 PM,10.48,47.26,,,,,
8247,12/24/24 01:59:40 PM,10.48,47.26,,,,,
8248,12/24/24 02:14:40 PM,10.48,47.30,,,,,
8249,12/24/24 02:29:40 PM,10.49,47.30,,,,,
8250,12/24/24 02:44:40 PM,10.48,47.30,,,,,
8251,12/24/24 02:59:40 PM,10.48,47.30,,,,,
8252,12/24/24 03:14:40 PM,10.48,47.30,,,,,
8253,12/24/24 03:29:40 PM,10.48,47.30,,,,,
8254,12/24/24 03:44:40 PM,10.49,47.30,,,,,
8255,12/24/24 03:59:40 PM,10.49,47.30,,,,,
8256,12/24/24 04:14:40 PM,10.49,47.34,,,,,
8257,12/24/24 04:29:40 PM,10.50,47.34,,,,,
8258,12/24/24 04:44:40 PM,10.50,47.34,,,,,
8259,12/24/24 04:59:40 PM,10.50,47.34,,,,,
8260,12/24/24 05:14:40 PM,10.50,47.37,,,,,
8261,12/24/24 05:29:40 PM,10.50,47.37,,,,,
8262,12/24/24 05:44:40 PM,10.52,47.37,,,,,
8263,12/24/24 05:59:40 PM,10.51,47.37,,,,,
8264,12/24/24 06:14:40 PM,10.52,47.41,,,,,
8265,12/24/24 06:29:40 PM,10.51,47.41,,,,,
8266,12/24/24 06:44:40 PM,10.51,47.41,,,,,
8267,12/24/24 06:59:40 PM,10.52,47.41,,,,,
8268,12/24/24 07:14:40 PM,10.52,47.41,,,,,
8269,12/24/24 07:29:40 PM,10.52,47.41,,,,,
8270,12/24/24 07:44:40 PM,10.51,47.44,,,,,
8271,12/24/24 07:59:40 PM,10.52,47.44,,,,,
8272,12/24/24 08:14:40 PM,10.52,47.44,,,,,
8273,12/24/24 08:29:40 PM,10.52,47.44,,,,,
8274,12/24/24 08:44:40 PM,10.52,47.44,,,,,
8275,12/24/24 08:59:40 PM,10.52,47.48,,,,,
8276,12/24/24 09:14:40 PM,10.52,47.48,,,,,
8277,12/24/24 09:29:40 PM,10.52,47.48,,,,,
8278,12/24/24 09:44:40 PM,10.52,47.48,,,,,
8279,12/24/24 09:59:40 PM,10.52,47.48,,,,,
